...1;...2;id_record;id_study;id_control;id_effect;authors;publication_year;bibtexkey;category;author;title;year;journal;doi;language_record;language_materials;country;population;modality;incentives;incentive_notes;preregistered;open_data;open_data_claimed;open_materials;n_total;n_control;n_mi;within_between;accuracy_control_prop;accuracy_mi_prop;accuracy_control_mean;accuracy_mi_mean;accuracy_control_sd;accuracy_mi_sd;accuracy_type;accuracy_reverse;test_statistic;statistic_type;control_type;notes_comparison;notes_source;age_mean;age_median;age_sd;age_min;age_max;gender_female_prop;neuro_condition;preevent_valence;preevent_warning;preevent_alcohol;event_medium;event_materials;event_valence;postevent_recall;postevent_warning;postevent_retention_interval;exposure_medium;exposure_method;exposure_credibility;exposure_valence;postexposure_recall;postexposure_retention_interval;postexposure_warning;postexposure_correction;test_type;test_medium;item_centrality;items_control;items_misled;items_total;notes_moderators;notes_general;total_accuracy_control_mean;total_accuracy_mi_mean;total_accuracy_control_sd;total_accuracy_mi_sd;total_accuracy_control_prop;total_accuracy_mi_prop;id;yi;vi
1033;1116;223;223_01;223_01_01;1116;chan;2022;Chan_2022;article;"Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley";Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.;2022;Journal of Experimental Psychology: Applied;10.1037/xap0000394;en;en;us;students;lab;course_credit;NA;1;1;1;1;119;29,000;29,000;within;NA;NA;0,7820;0,5160;0,1690;0,1750;proportion;0;omit;omit;consistent;comparing consistent and control accuracy on non-warned non-tested participants;extracted from open data:  https://osf.io/anqf;19,000;NA;1,3800;NA;NA;0,6900;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;audio;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;8;8;24;NA;ages and gender ratios in groups are infered from the reporting since that was not available in the open data.;0,782000000;0,516000000;0,1690000000000000;0,17499999999999999;NA;NA;1148;1,52545890925853933;0,08902607658479528
1034;1117;223;223_01;223_01_02;1117;chan;2022;Chan_2022;article;"Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley";Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.;2022;Journal of Experimental Psychology: Applied;10.1037/xap0000394;en;en;us;students;lab;course_credit;NA;1;1;1;1;119;30,000;30,000;within;NA;NA;0,8610;0,3390;0,1460;0,0218;proportion;0;omit;omit;consistent;comparing consistent and control accuracy on non-warned non-tested participants;extracted from open data:  https://osf.io/anqf;19,000;NA;1,3800;NA;NA;0,6900;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;audio;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;8;8;24;NA;ages and gender ratios in groups are infered from the reporting since that was not available in the open data.;0,861000000;0,339000000;0,1460000000000000;0,02180000000000000;NA;NA;1149;4,93586482267960758;0,26968967956471662
1035;1118;223;223_01;223_01_03;1118;chan;2022;Chan_2022;article;"Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley";Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.;2022;Journal of Experimental Psychology: Applied;10.1037/xap0000394;en;en;us;students;lab;course_credit;NA;1;1;1;1;119;27,000;27,000;within;NA;NA;0,7900;0,6230;0,1500;0,2000;proportion;0;omit;omit;consistent;comparing consistent and control accuracy on non-warned non-tested participants;extracted from open data:  https://osf.io/anqf;19,000;NA;1,3800;NA;NA;0,6900;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;audio;narrative;no_manipulation;no_manipulation;0;0;1;0;recognition;text;NA;8;8;24;NA;ages and gender ratios in groups are infered from the reporting since that was not available in the open data.;0,790000000;0,623000000;0,1500000000000000;0,20000000000000001;NA;NA;1150;0,93099236284225106;0,08209950721917220
1036;1119;223;223_01;223_01_04;1119;chan;2022;Chan_2022;article;"Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley";Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.;2022;Journal of Experimental Psychology: Applied;10.1037/xap0000394;en;en;us;students;lab;course_credit;NA;1;1;1;1;119;33,000;33,000;within;NA;NA;0,7830;0,5780;0,1590;0,1930;proportion;0;omit;omit;consistent;comparing consistent and control accuracy on non-warned non-tested participants;extracted from open data:  https://osf.io/anqf;19,000;NA;1,3800;NA;NA;0,6900;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;audio;narrative;no_manipulation;no_manipulation;0;0;1;0;recognition;text;NA;8;8;24;NA;ages and gender ratios in groups are infered from the reporting since that was not available in the open data.;0,783000000;0,578000000;0,1590000000000000;0,19300000000000000;NA;NA;1151;1,14572822965445442;0,07055070588050856
1037;1120;223;223_02;223_02_01;1120;chan;2022;Chan_2022;article;"Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley";Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.;2022;Journal of Experimental Psychology: Applied;10.1037/xap0000394;en;en;us;students;lab;course_credit;NA;1;1;1;1;139;34,000;34,000;within;NA;NA;0,6650;0,4590;0,1980;0,1840;proportion;0;omit;omit;consistent;comparing consistent and control accuracy on non-warned non-tested participants;extracted from open data:  https://osf.io/anqf;19,000;NA;1,6800;NA;NA;0,6000;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;audio;narrative;no_manipulation;no_manipulation;0;48;0;0;recognition;text;NA;8;8;24;the warning and the final test did not occur in the same phase. There is a 48h delay between the post warning and the test.;ages and gender ratios in groups are infered from the reporting since that was not available in the open data.;0,665000000;0,459000000;0,1980000000000000;0,18400000000000000;NA;NA;1152;1,06550820236331822;0,06717138036252580
1038;1121;223;223_02;223_02_02;1121;chan;2022;Chan_2022;article;"Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley";Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.;2022;Journal of Experimental Psychology: Applied;10.1037/xap0000394;en;en;us;students;lab;course_credit;NA;1;1;1;1;139;34,000;34,000;within;NA;NA;0,8000;0,3920;0,2060;0,1700;proportion;0;omit;omit;consistent;comparing consistent and control accuracy on non-warned tested participants;extracted from open data:  https://osf.io/anqf;19,000;NA;1,6800;NA;NA;0,6000;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;audio;narrative;no_manipulation;no_manipulation;0;48;0;0;recognition;text;NA;8;8;24;the warning and the final test did not occur in the same phase. There is a 48h delay between the post warning and the test.;ages and gender ratios in groups are infered from the reporting since that was not available in the open data.;0,800000000;0,392000000;0,2060000000000000;0,17000000000000001;NA;NA;1153;2,13567516355179476;0,09236109120744107
1039;1122;223;223_02;223_02_03;1122;chan;2022;Chan_2022;article;"Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley";Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.;2022;Journal of Experimental Psychology: Applied;10.1037/xap0000394;en;en;us;students;lab;course_credit;NA;1;1;1;1;139;35,000;35,000;within;NA;NA;0,6630;0,5130;0,1890;0,2080;proportion;0;omit;omit;consistent;comparing consistent and control accuracy on warned non-tested participants;extracted from open data:  https://osf.io/anqf;19,000;NA;1,6800;NA;NA;0,6000;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;audio;narrative;no_manipulation;no_manipulation;0;48;1;0;recognition;text;NA;8;8;24;the warning and the final test did not occur in the same phase. There is a 48h delay between the post warning and the test.;ages and gender ratios in groups are infered from the reporting since that was not available in the open data.;0,663000000;0,513000000;0,1890000000000000;0,20799999999999999;NA;NA;1154;0,74644265510292329;0,06112269026683644
1040;1123;223;223_02;223_02_04;1123;chan;2022;Chan_2022;article;"Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley";Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.;2022;Journal of Experimental Psychology: Applied;10.1037/xap0000394;en;en;us;students;lab;course_credit;NA;1;1;1;1;139;36,000;36,000;within;NA;NA;0,8010;0,5930;0,1530;0,2450;proportion;0;omit;omit;consistent;comparing consistent and control accuracy on warned tested participants;extracted from open data:  https://osf.io/anqf;19,000;NA;1,6800;NA;NA;0,6000;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;audio;narrative;no_manipulation;no_manipulation;0;48;1;0;recognition;text;NA;8;8;24;the warning and the final test did not occur in the same phase. There is a 48h delay between the post warning and the test.;ages and gender ratios in groups are infered from the reporting since that was not available in the open data.;0,801000000;0,593000000;0,1530000000000000;0,24500000000000000;NA;NA;1155;1,00741601351397403;0,06260338211308603
1041;1124;223;223_03;223_03_01;1124;chan;2022;Chan_2022;article;"Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley";Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.;2022;Journal of Experimental Psychology: Applied;10.1037/xap0000394;en;en;us;students;lab;course_credit;NA;1;1;1;1;133;34,000;34,000;within;NA;NA;0,6830;0,4620;0,2140;0,2170;proportion;0;omit;omit;consistent;comparing consistent and control accuracy on non-warned non-tested participants;extracted from open data:  https://osf.io/anqf;20,000;NA;2,9200;NA;NA;0,5000;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;audio;narrative;no_manipulation;no_manipulation;0;48;0;0;recognition;text;NA;8;8;24;the warning and the final test  occured in the same phase. There no delay between the post warning and the test.;ages and gender ratios in groups are infered from the reporting since that was not available in the open data.;0,683000000;0,462000000;0,2140000000000000;0,21700000000000000;NA;NA;1156;1,01379207474710142;0,06638069390308847
1042;1125;223;223_03;223_03_02;1125;chan;2022;Chan_2022;article;"Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley";Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.;2022;Journal of Experimental Psychology: Applied;10.1037/xap0000394;en;en;us;students;lab;course_credit;NA;1;1;1;1;133;33,000;33,000;within;NA;NA;0,8010;0,4360;0,1850;0,1840;proportion;0;omit;omit;consistent;comparing consistent and control accuracy on non-warned tested participants;extracted from open data:  https://osf.io/anqf;20,000;NA;2,9200;NA;NA;0,5000;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;audio;narrative;no_manipulation;no_manipulation;0;48;0;0;recognition;text;NA;8;8;24;the warning and the final test  occured in the same phase. There no delay between the post warning and the test.;ages and gender ratios in groups are infered from the reporting since that was not available in the open data.;0,801000000;0,436000000;0,1850000000000000;0,18400000000000000;NA;NA;1157;1,95502298836884258;0,08956147640189879
1043;1126;223;223_03;223_03_03;1126;chan;2022;Chan_2022;article;"Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley";Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.;2022;Journal of Experimental Psychology: Applied;10.1037/xap0000394;en;en;us;students;lab;course_credit;NA;1;1;1;1;133;33,000;33,000;within;NA;NA;0,6950;0,4980;0,1360;0,2350;proportion;0;omit;omit;consistent;comparing consistent and control accuracy on warned non-tested participants;extracted from open data:  https://osf.io/anqf;20,000;NA;2,9200;NA;NA;0,5000;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;audio;narrative;no_manipulation;no_manipulation;0;48;1;0;recognition;text;NA;8;8;24;the warning and the final test  occured in the same phase. There no delay between the post warning and the test.;ages and gender ratios in groups are infered from the reporting since that was not available in the open data.;0,695000000;0,498000000;0,1360000000000000;0,23499999999999999;NA;NA;1158;1,01401080900943952;0,06839559030899983
1044;1127;223;223_03;223_03_04;1127;chan;2022;Chan_2022;article;"Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley";Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.;2022;Journal of Experimental Psychology: Applied;10.1037/xap0000394;en;en;us;students;lab;course_credit;NA;1;1;1;1;133;33,000;33,000;within;NA;NA;0,7980;0,4980;0,1430;0,2130;proportion;0;omit;omit;consistent;comparing consistent and control accuracy on warned tested participants;extracted from open data:  https://osf.io/anqf;20,000;NA;2,9200;NA;NA;0,5000;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;audio;narrative;no_manipulation;no_manipulation;0;48;1;0;recognition;text;NA;8;8;24;the warning and the final test  occured in the same phase. There no delay between the post warning and the test.;ages and gender ratios in groups are infered from the reporting since that was not available in the open data.;0,798000000;0,498000000;0,1430000000000000;0,21299999999999999;NA;NA;1159;1,63425898429902339;0,08083941233153089
1045;1128;224;224_01;224_01_01;1128;challies;2011;Challies_2011;article;"Danna M. Challies; Maree Hunt; Maryanne Garry; David N. Harper";WHATEVER} {GAVE} {YOU} {THAT} {IDEA}? {FALSE} {MEMORIES} {FOLLOWING} {EQUIVALENCE} {TRAINING}: A {BEHAVIORAL} {ACCOUNT} {OF} {THE} {MISINFORMATION} {EFFECT;2011;Journal of the Experimental Analysis of Behavior;10.1901/jeab.2011.96-343;en;en;nz;students;lab;NA;NA;0;0;0;0;50;24,000;26,000;between;NA;NA;0,8900;0,8300;0,2250;0,2340;proportion;0;omit;omit;consistent;"comparing reports of ""old"" responses in the control group and the task group.";figure 4, p.355 - extracted with a ruler.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;patterns_challis_2011;NA;1;0;0,00;visual;patterns;no_manipulation;no_manipulation;0;1;0;0;recognition;text;NA;NA;NA;NA;NA;A very special study that uses visual memory of patterns as both event and exposure.;0,890000000;0,830000000;0,2250000000000000;0,23400000000000001;NA;NA;1160;0,25706864469879026;0,08078904800907785
1046;1129;225;225_01;225_01_01;1129;fazio;2013;Fazio_2013;article;"Lisa K. Fazio; Sarah J. Barber; Suparna Rajaram; Peter A. Ornstein; Elizabeth J. Marsh";Creating illusions of knowledge: Learning errors that contradict prior knowledge.;2013;Journal of Experimental Psychology: General;10.1037/a0028649;en;en;us;students;lab;course_credit;NA;0;0;0;0;22;22,000;22,000;within;NA;NA;0,8200;0,7100;0,2350;0,2350;proportion;0;omit;omit;neutral;comparing accuracy between neutral framing and misleading framing groups.;figure 1, p.3;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;text;general_knowlege_test_nelson_1980;NA;0;0;456,00;text;story;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;16;16;64;NA;This study looks at how misleading framing of narratives can influence general knowlage.;0,820000000;0,710000000;0,2350000000000000;0,23499999999999999;NA;NA;1161;0,45966795781063163;0,09331016626633860
1047;1130;226;226_01;226_01_01;1130;kaliski;1982;NA;NA;NA;NA;NA;NA;NA;en;en;us;students;field;NA;NA;0;0;0;0;270;22,000;26,000;between;NA;NA;3,6800;3,3800;0,9500;1,5500;count;0;omit;omit;no_misinformation;comparing control and directly leading groups in the under age group;table 6, p. 102;NA;NA;NA;8,000;9,000;NA;NA;no_manipulation;0;0;visual;wallet_snatching_kaliski_1982;NA;0;0;0,00;text;questionnair;no_manipulation;no_manipulation;1;168;0;0;recognition;text;NA;6;6;34;NA;A between subjects study looking at how different age itnervals react to leading questions.;0,613333333;0,563333333;0,1583333330000000;0,25833333300000000;NA;NA;1162;0,22514390341912660;0,08444410242907142
1048;1131;226;226_01;226_01_02;1131;kaliski;1982;NA;NA;NA;NA;NA;NA;NA;en;en;us;students;field;NA;NA;0;0;0;0;270;26,000;29,000;between;NA;NA;3,9200;3,3800;1,4100;1,2900;count;0;omit;omit;no_misinformation;comparing control and directly leading groups in borderline age group;table 6, p. 102;NA;NA;NA;12,000;13,000;NA;NA;no_manipulation;0;0;visual;wallet_snatching_kaliski_1982;NA;0;0;0,00;text;questionnair;no_manipulation;no_manipulation;1;168;0;0;recognition;text;NA;6;6;34;NA;A between subjects study looking at how different age itnervals react to leading questions.;0,653333333;0,563333333;0,2350000000000000;0,21500000000000000;NA;NA;1163;0,39491220020361573;0,07436207568104322
1049;1132;226;226_01;226_01_03;1132;kaliski;1982;NA;NA;NA;NA;NA;NA;NA;en;en;us;students;field;NA;NA;0;0;0;0;270;30,000;28,000;between;NA;NA;3,2700;2,9300;1,3100;2,9300;count;0;omit;omit;no_misinformation;comparing control and directly leading groups in above age group;table 6, p. 102;NA;NA;NA;16,000;17,000;NA;NA;no_manipulation;0;0;visual;wallet_snatching_kaliski_1982;NA;0;0;0,00;text;questionnair;no_manipulation;no_manipulation;1;168;0;0;recognition;text;NA;6;6;34;NA;A between subjects study looking at how different age itnervals react to leading questions.;0,545000000;0,488333333;0,2183333330000000;0,48833333299999998;NA;NA;1164;0,14958961564936016;0,06924052467787874
1050;1133;226;226_01;226_01_01;1133;kaliski;1982;NA;NA;NA;NA;NA;NA;NA;en;en;us;students;field;NA;NA;0;0;0;0;270;22,000;24,000;between;NA;NA;3,6800;3,0000;0,9500;1,4700;count;0;omit;omit;no_misinformation;comparing control and directly leading groups in the under age group;table 6, p. 102;NA;NA;NA;8,000;9,000;NA;NA;no_manipulation;0;0;visual;wallet_snatching_kaliski_1982;NA;0;0;0,00;text;questionnair;no_manipulation;no_manipulation;1;168;0;0;recognition;text;NA;6;6;34;NA;A between subjects study looking at how different age itnervals react to leading questions.;0,613333333;0,500000000;0,1583333330000000;0,24500000000000000;NA;NA;1165;0,53504216223154211;0,09023284380996652
1051;1134;226;226_01;226_01_02;1134;kaliski;1982;NA;NA;NA;NA;NA;NA;NA;en;en;us;students;field;NA;NA;0;0;0;0;270;26,000;27,000;between;NA;NA;3,9200;2,9600;1,4100;1,7900;count;0;omit;omit;no_misinformation;comparing control and directly leading groups in borderline age group;table 6, p. 102;NA;NA;NA;12,000;13,000;NA;NA;no_manipulation;0;0;visual;wallet_snatching_kaliski_1982;NA;0;0;0,00;text;questionnair;no_manipulation;no_manipulation;1;168;0;0;recognition;text;NA;6;6;34;NA;A between subjects study looking at how different age itnervals react to leading questions.;0,653333333;0,493333333;0,2350000000000000;0,29833333299999998;NA;NA;1166;0,58565820271029245;0,07873438238915899
