"","id_record","id_study","id_control","id_misled","id_effect","authors","publication_year","bibtexkey","category","author","title","year","journal","doi","language_record","language_materials","country","population","modality","incentives","incentive_notes","preregistered","open_data","open_data_claimed","open_materials","n_total","n_control","n_mi","within_between","accuracy_control_prop","accuracy_mi_prop","accuracy_control_mean","accuracy_mi_mean","accuracy_control_sd","accuracy_mi_sd","accuracy_type","accuracy_reverse","test_statistic","statistic_type","control_type","notes_comparison","notes_source","age_mean","age_median","age_sd","age_min","age_max","gender_female_prop","neuro_condition","preevent_valence","preevent_warning","preevent_alcohol","event_medium","event_materials","event_valence","postevent_recall","postevent_warning","postevent_retention_interval","exposure_medium","exposure_method","exposure_credibility","exposure_valence","postexposure_recall","postexposure_retention_interval","postexposure_warning","postexposure_correction","test_type","test_medium","item_centrality","items_control","items_misled","items_total","notes_moderators","notes_general","sd_imputed","yi","vi"
"1504","065","065_01","065_01_06",NA,"1666","heath",1992,"NA","NA",NA,"NA","NA","NA","NA","en","en","us","students","lab","required","course requirement in introductory psychology",0,0,0,0,120,15,15,"within",NA,NA,0.733,0.2,0.271033833333333,0.256447107142857,"proportion",0,"omit","omit","consistent","central action, unchanged/added","Appendix O, p. 180",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985","NA",0,0,"0","text","narrative","NA","no_manipulation",0,"0",0,0,"source_monitoring","text","central","3","3","36","central","N = 150 minus 30 (control participants, I only extracted within), I half of the subjects received a recognition task and half a source-monitoring task (n = 60), item type and centrality was between subjects (60 / 4 = 15), They had a between control condition as well but with fewer participants, I just extracted the within","1",1.96547253121677,0.197718037849461
"1505","191","191_02","191_02_02",NA,"1667","huff",2018,"Huff_2018","article","Mark J. Huff; Sharda Umanath","Evaluating suggestibility to additive and contradictory misinformation following explicit error detection in younger and older adults.","2018","Journal of Experimental Psychology: Applied","10.1037/xap0000138","en","en","us","students","lab","course_credit","NA",0,0,0,0,179,31,31,"within",NA,NA,0.34,0.2,0.33,0.21,"proportion",0,"omit","omit","neutral","younger adults, detection, neutral vs additive. neutral control.","table 4, p.187",19.28,NA,NA,18,22,NA,"NA","no_manipulation",0,0,"text","the_art_thief_story_modified_marsh_2004","no_manipulation",1,1,"0","text","initial_test","no_manipulation","no_manipulation",1,"0",0,0,"recognition","text","NA","12","12","48","Age descriptives across conditions taken from overall descriptives.","NA","0",0.499813009361833,0.0665307503574785
"1506","204","204_02","204_02_01",NA,"1668","saunders & macleod",2002,"NA","NA",NA,"NA","NA","NA","10.1037//1076-898X.8.2.127","en","en","gb","students","lab","NA","NA",0,0,0,0,90,30,30,"within",NA,NA,0.94,0.2,0.321761,0.312805833333333,"proportion",0,"omit","omit","NA","delayed misinfo vs noncritical error (reversed)","Table 4, p. 135",NA,NA,NA,NA,NA,0.589,"NA","no_manipulation",0,0,"visual","burglary_narrative_saunders_macleod_2002","NA",2,0,"0","text","questionnaire","NA","no_manipulation",0,"24",0,0,"recognition","text","NA",NA,"1","NA","NA","control items - new items at the test. gender distr generalized across conditions","1",2.30175890874864,0.110817450616698
"1507","204","204_01","204_01_03",NA,"1669","saunders & macleod",2002,"NA","NA",NA,"NA","NA","NA","10.1037//1076-898X.8.2.127","en","en","gb","students","lab","NA","NA",0,0,0,0,100,25,25,"within",NA,NA,0.86,0.2,0.303014,0.316518,"proportion",0,"omit","omit","NA","nrp misinfo, noncritical item error REVERSED","Table 2, p.132",NA,NA,NA,NA,NA,0.58,"NA","no_manipulation",0,0,"visual","burglary_narrative_saunders_macleod_2002","NA",2,0,"0","text","questionnaire","NA","no_manipulation",0,"0",0,0,"recognition","text","NA",NA,"1","NA","nrp misinfo","control items - new items at the test. gender distr generalized across conditions","1",2.09664764259968,0.123959313372188
"1508","290","290_01","290_01_01","257_01_01","1670","smith et al",2019,"Smith_2018","article","Amy M. Smith; Katinka Dijkstra; Leamarie T. Gordon; L. Michael Romero; Ayanna K. Thomas","An investigation into the impact of acute stress on encoding in older adults","2018","Aging, Neuropsychology, and Cognition","10.1080/13825585.2018.1524438","en","en","us","community","lab","money","40 dollars",0,0,0,0,50,25,25,"within",NA,NA,0.87,0.2,0.1,0.15,"proportion",0,"omit","omit","consistent","consistent vs misleading control","table 2, p.759",70.25,NA,6.1,58,86,0.7,"NA","no_manipulation",0,0,"audiovisual","flashpoint_tv_show","no_manipulation",0,0,"24","text","narrative","no_manipulation","no_manipulation",1,"0",0,0,"cued_recall","live","NA","6","6","18","Age range and gender descriptives generalized across groups.","NA","0",5.17328646309577,0.3476289282925
"1509","290","290_01","290_01_01","257_01_01","1671","smith et al",2019,"Smith_2018","article","Amy M. Smith; Katinka Dijkstra; Leamarie T. Gordon; L. Michael Romero; Ayanna K. Thomas","An investigation into the impact of acute stress on encoding in older adults","2018","Aging, Neuropsychology, and Cognition","10.1080/13825585.2018.1524438","en","en","us","community","lab","money","40 dollars",0,0,0,0,50,25,25,"within",NA,NA,0.32,0.2,0.1,0.15,"proportion",0,"omit","omit","neutral","neutral vs misleading control","table 2, p.759",70.25,NA,6.1,58,86,0.7,"NA","no_manipulation",0,0,"audiovisual","flashpoint_tv_show","no_manipulation",0,0,"24","text","narrative","no_manipulation","no_manipulation",1,"0",0,0,"cued_recall","live","NA","6","6","18","Age range and gender descriptives generalized across groups.","NA","0",0.926558769509691,0.0885851115335531
"1510","093","093_01","093_01_02","276_01_02","1672","marche et al",2002,NA,"article",NA,"younger adults can be more suggestible than older adults: the influence of learning differences on misinformation reporting","2002","canadian journal on aging",NA,"en","en","ca","community","lab","NA","NA",0,0,0,0,91,22.5,22.5,"within",NA,NA,0.83,0.77,0.6,0.8,"count",0,"omit","omit","neutral","one trial older","table 2, p.90",71.57,NA,NA,NA,NA,0.8,"NA","no_manipulation",0,0,"visual","theft_slides_marche_et_al_2002","no_manipulation",0,0,"504","text","questionnaire","no_manipulation","no_manipulation",0,"0",0,0,"cued_recall","text","peripheral","4","4","25","NA","they provided mean age for both gender and age groups, I added and then divided the genders mean age by 2","0",0.0833627098152156,0.0889661037931971
"1511","198","198_01","198_01_6",NA,"1673","powell",2000,"Powell_2000","article","Martine B. Powell; Kim P. Roberts; Donald M. Thomson","The effect of a suggestive interview on children{\textquotesingle}s memory of a repeated event: Does it matter whether suggestions are linked to a particular incident?","2000","Psychiatry, Psychology and Law","10.1080/13218710009524984","en","en","au","community","lab","NA","NA",0,0,0,0,93,15,15,"within",NA,NA,2.87,1.53,2.07,1.13,"count",0,"omit","omit","consistent","comparing misled and consistent items recall in the repeated/not linked week delay condition","table 2, p.22",5.667,NA,0.347,5.083,6.667,NA,"NA","no_manipulation",0,0,"live","common_childhood_activities_powell_et_al_2000","no_manipulation",0,0,"168","live","interview","no_manipulation","no_manipulation",0,"0",0,0,"cued_recall","live","NA","8","8","16","NA","A study looking at the recall of children given various post event delays and repeated measures. It is not clear how long the retention interval is between sessions though it should not be substantial.","0",0.781798173325443,0.14352013973025
"1512","211","211_03","211_03_02",NA,"1674","blank",2022,"Blank_2022","article","Hartmut Blank; Anu Panday; Ross Edwards; Ewa Skopicz-Radkiewicz; Violet Gibson; Vasudevi Reddy","Double misinformation: Effects on eyewitness remembering.","2022","Journal of Applied Research in Memory and Cognition","10.1016/j.jarmac.2021.08.001","en","en","gb","students","lab","NA","NA",0,0,1,0,96,96,96,"within",NA,NA,0.27,0.19,0.49,0.392,"proportion",0,"omit","omit","no_misinformation","exp 3 double misinformation recall accuracy","Table 3, p.102",NA,24,NA,18,71,0.792,"NA","no_manipulation",0,0,"audiovisual","traffic_accident_car_crash_tv_2013","NA",0,0,"0","text","statements","NA","no_manipulation",0,"0",0,0,"free_recall","text","NA","4","4","NA","double misinformation","NA","0",0.179583578547659,0.020917318389802
"1513","257","257_01","257_01_02",NA,"1675","connolly",1997,"NA","NA",NA,"NA","NA","NA","10.1002/1099-0720(200103/04)15:23.0.CO;2-F","en","en","ca","community","field","NA","NA",0,0,0,0,96,16,16,"within",NA,NA,0.63,0.19,0.5,0.4,"proportion",0,"omit","omit","no_misinformation","comparing target(misled) and control(no PEI) items in 6 year oldsin the the 1 session condition","table 5, p.94",6,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"live","play_session_connolly_1997","no_manipulation",0,0,"72","live","interview","no_manipulation","no_manipulation",0,"24",0,0,"total_recall","live","NA",NA,NA,"NA","NA","this dissertation examines recall in children varying in age and how many playsessions they participated in.","0",0.947263799102317,0.139020448517027
"1514","042","042_02","042_02_02","094_02_02","1676","echterhoff",2000,"NA","NA",NA,"NA","NA","NA","NA","en","de","de","students","lab","goods","rose or small pot-plant",0,0,0,0,94,23,23,"within",NA,NA,0.8,0.19,0.19,0.27,"proportion",0,"omit","omit","consistent","no source explicit invalidation, misleading item vs. control item","Table 5, p. 80, Table 8, p.86",29.3,NA,9.4,NA,NA,NA,"NA","no_manipulation",0,0,"audiovisual","drivers_education_video_aaa_foundation_for_traffic_safety","NA",0,0,"0","text","description","NA","no_manipulation",0,"0",1,0,"cued_recall","text","NA","4","4","16","warning","64% were students. the experiment was based on a 2x2x2 mixed factorial design with Item Type as the within-subjects factor (with the two conditions ""misleading"" vs. ""control""). Source Information as the one between-subjects factor (with the two conditions ""no source"", ""social invalidation""), and Type of Test Instruction as the other between-subjects factor (with the two conditions ""regular instruction"" vs. ""explicit invalidation"").","0",2.56811656965236,0.158643725166554
"1515","042","042_02","042_02_02","094_02_02","1677","echterhoff",2000,"NA","NA",NA,"NA","NA","NA","NA","en","de","de","students","lab","goods","rose or small pot-plant",0,0,0,0,94,23,23,"within",NA,NA,0.51,0.19,0.2,0.27,"proportion",0,"omit","omit","no_misinformation","no source explicit invalidation, misleading item vs. control item","Table 5, p. 80, Table 8, p.86",29.3,NA,9.4,NA,NA,NA,"NA","no_manipulation",0,0,"audiovisual","drivers_education_video_aaa_foundation_for_traffic_safety","NA",0,0,"0","text","description","NA","no_manipulation",0,"0",1,0,"cued_recall","text","NA","4","4","16","warning","64% were students. the experiment was based on a 2x2x2 mixed factorial design with Item Type as the within-subjects factor (with the two conditions ""misleading"" vs. ""control""). Source Information as the one between-subjects factor (with the two conditions ""no source"", ""social invalidation""), and Type of Test Instruction as the other between-subjects factor (with the two conditions ""regular instruction"" vs. ""explicit invalidation"").","0",1.32373531200827,0.106002991046279
"1516","180","180_01","180_01_05",NA,"1678","memon et al",2006,"Memon_2006","article","Amina Memon; Robyn Holliday; Carole Hill","Pre-event stereotypes and misinformation effects in young children","2006","Memory","10.1080/09658210500152641","en","en","gb","community","field","NA","NA",0,0,0,0,55,18.33,18.33,"within",NA,NA,0.78,0.19,0.18,0.21,"proportion",0,"omit","omit","no_misinformation","inclusion negative stereotype, misled-negative REVERSED","NA",5.75,NA,0.378,NA,NA,0.509,"NA","no_manipulation",0,0,"audiovisual","jim_step_picturebook","NA",0,0,"24","audio","narrative","NA","no_manipulation",1,"120",0,0,"recognition","live","NA","4","4","28","negative stereotype about character","N = 55, examined how stereotypes affect ME. They had a free recall prior to the recognition, but they didn't provide enough info","0",2.95089627903724,0.227874916116146
"1517","288","288_01","288_01_02","091_01_02","1679","pereverseff et al",2020,"Pereverseff_2019","article","Rosemary S Pereverseff; Glen E Bodner; Mark J Huff","Protective effects of testing across misinformation formats in the household scene paradigm","2019","Quarterly Journal of Experimental Psychology","10.1177/1747021819881948","en","en","ca","students","lab","course_credit","NA",0,0,0,0,148,38,38,"within",NA,NA,0.39,0.19,0.19,0.15,"proportion",0,"omit","omit","no_misinformation","narratives initial test, consistent ""both"", suggested ""narrative/questions""","Table 2, p.432",20.7,NA,4.4,18,48,NA,"NA","no_manipulation",0,0,"visual","household_scene_huff_2016","NA",1,0,"0","text","narrative","NA","no_manipulation",1,"0",0,0,"source_monitoring","text","NA","4","2","66","initial test","They had a free recall test before the source monitoring, but they only reported misinfo rate. They also had neutral control items and lure items (novel), I only compared with the consistent items. Age was generalized across conditions. Data from 5 participants were missing, they didn't state in what/which conditions","0",1.15652358113364,0.0614312289060407
"1518","288","288_01","288_01_02","091_01_02","1680","pereverseff et al",2020,"Pereverseff_2019","article","Rosemary S Pereverseff; Glen E Bodner; Mark J Huff","Protective effects of testing across misinformation formats in the household scene paradigm","2019","Quarterly Journal of Experimental Psychology","10.1177/1747021819881948","en","en","ca","students","lab","course_credit","NA",0,0,0,0,148,38,38,"within",NA,NA,0.52,0.19,0.18,0.15,"proportion",0,"omit","omit","consistent","narratives initial test, consistent ""both"", suggested ""narrative/questions""","Table 2, p.432",20.7,NA,4.4,18,48,NA,"NA","no_manipulation",0,0,"visual","household_scene_huff_2016","NA",1,0,"0","text","narrative","NA","no_manipulation",1,"0",0,0,"source_monitoring","text","NA","4","2","66","initial test","They had a free recall test before the source monitoring, but they only reported misinfo rate. They also had neutral control items and lure items (novel), I only compared with the consistent items. Age was generalized across conditions. Data from 5 participants were missing, they didn't state in what/which conditions","0",1.97151947886609,0.0782032174707133
"1519","270","270_03","270_03_02","074_03_02","1681","greene et al",1982,"NA","NA",NA,"NA","NA","NA","10.1016/S0022-5371(82)90571-0","en","en","us","students","lab","course_credit","NA",0,0,0,0,36,9,9,"between",NA,NA,3.25,0.75,1.2217230952381,2.07783,"count",0,"omit","omit","consistent","1 min","Fig 6, p. 215, data extracted with ruler",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"visual","wallet_snatching_slides_greene_et_al_1982","NA",0,1,"0","text","statement","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","4","4","20","postevent warning","They had a neutral control condition and consistent condition, I compared it with the consistent. They compared giving the warning 1 or 5 min after the event","1",1.39675500919056,0.276414570991637
"1520","270","270_03","270_03_02","074_03_02","1682","greene et al",1982,"NA","NA",NA,"NA","NA","NA","10.1016/S0022-5371(82)90571-0","en","en","us","students","lab","course_credit","NA",0,0,0,0,36,9,9,"between",NA,NA,1.3,0.75,0.699551190476191,1.022455,"count",0,"omit","omit","neutral","1 min","Fig 6, p. 215, data extracted with ruler",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"visual","wallet_snatching_slides_greene_et_al_1982","NA",0,1,"0","text","statement","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","4","4","20","postevent warning","They had a neutral control condition and consistent condition, I compared it with the consistent. They compared giving the warning 1 or 5 min after the event","1",0.597869625226275,0.232151335799117
