"","...1","...2","id_record","id_study","id_control","id_effect","authors","title","publication_year","container","record_type","doi","language_record","language_materials","country","population","modality","incentives","incentive_notes","preregistered","open_data","open_data_claimed","open_materials","n_total","n_control","n_mi","within_between","accuracy_control_prop","accuracy_mi_prop","accuracy_control_mean","accuracy_mi_mean","accuracy_control_sd","accuracy_mi_sd","accuracy_type","accuracy_reverse","test_statistic","statistic_type","control_type","notes_comparison","notes_source","age_mean","age_median","age_sd","age_min","age_max","gender_female_prop","neuro_condition","preevent_valence","preevent_warning","preevent_alcohol","event_medium","event_materials","event_valence","postevent_recall","postevent_warning","postevent_retention_interval","exposure_medium","exposure_method","exposure_credibility","exposure_valence","postexposure_recall","postexposure_retention_interval","postexposure_warning","postexposure_correction","test_type","test_medium","item_centrality","items_control","items_misled","items_total","notes_moderators","notes_general","total_accuracy_control_mean","total_accuracy_mi_mean","total_accuracy_control_sd","total_accuracy_mi_sd","total_accuracy_control_prop","total_accuracy_mi_prop","id","yi","vi","cooks_dist"
"1163",1163,1271,"249","249_01","249_01_01","1271","roediger",NA,"2007",NA,"article","10.1037/0278-7393.33.2.321","en","en","us","students","lab","course_credit_or_money",NA,0,0,0,0,48,12,12,"within",NA,NA,0.18,0.29,0.208,0.277,"proportion",1,"omit","omit","no_misinformation","comparing accuracy in the young neutral and 1 misinformation presentation condition.","table 1, p.324","19.45",NA,1.43,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,17,5,22,NA,"a experiment looking at differences in age in suceptibility to misinformation.",0.82,0.71,0.208,0.277,NA,NA,1303,0.43357058506949,0.170582988588281,0.000109726418886069
"1164",1164,1272,"249","249_01","249_01_02","1272","roediger",NA,"2007",NA,"article","10.1037/0278-7393.33.2.321","en","en","us","students","lab","course_credit_or_money","course_credit_or_money",0,0,0,0,48,12,12,"within",NA,NA,0.18,0.29,0.208,0.277,"proportion",1,"omit","omit","no_misinformation","comparing accuracy in the young neutral and 3 misinformation presentation condition.","table 1, p.324","19.45",NA,1.43,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985_and_shoplifting_loftus_2001","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,17,5,22,NA,"a experiment looking at differences in age in suceptibility to misinformation.",0.82,0.71,0.208,0.277,NA,NA,1304,0.43357058506949,0.170582988588281,0.00011207732920069
"1165",1165,1273,"249","249_01","249_01_03","1273","roediger",NA,"2007",NA,"article","10.1037/0278-7393.33.2.321","en","en","us","community","lab","money","10 USD",0,0,0,0,48,12,12,"within",NA,NA,0.42,0.62,0.277,0.277,"proportion",1,"omit","omit","no_misinformation","comparing accuracy in the older neutral and 1 misinformation presentation condition.","table 1, p.324","75",NA,6.3,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985_and_shoplifting_loftus_2001","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,17,5,22,NA,"a experiment looking at differences in age in suceptibility to misinformation.",0.58,0.38,0.277,0.277,NA,NA,1305,0.697076287935476,0.17678990315004,3.02040011218058e-05
"1166",1166,1274,"249","249_01","249_01_04","1274","roediger",NA,"2007",NA,"article","10.1037/0278-7393.33.2.321","en","en","us","community","lab","money","10 USD",0,0,0,0,48,12,12,"within",NA,NA,0.42,0.68,0.277,0.346,"proportion",1,"omit","omit","no_misinformation","comparing accuracy in the olderneutral and 3 misinformation presentation condition.","table 1, p.324","75",NA,6.3,NA,NA,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985_and_shoplifting_loftus_2001","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,17,5,22,NA,"a experiment looking at differences in age in suceptibility to misinformation.",0.58,0.32,0.277,0.346,NA,NA,1306,0.800936230150575,0.180031225932663,1.19694298015781e-05
"1167",1167,1275,"249","249_02","249_02_01","1275","roediger",NA,"2007",NA,"article","10.1037/0278-7393.33.2.321","en","en","us","community","lab","money","10 USD",0,0,0,0,120,24,24,"within",NA,NA,0.25,0.57,0.245,0.245,"proportion",1,"omit","omit","consistent","comparing misled and consistent items in the high functioning frontal loab group","table 3. p.328","74.10",NA,5.22,65,85,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985_and_shoplifting_loftus_2001","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,17,5,22,NA,"a experiment looking at differences in age in suceptibility to misinformation.",0.75,0.43,0.245,0.245,NA,NA,1307,1.28469101388316,0.100525322928668,8.94289287581666e-06
"1168",1168,1276,"249","249_02","249_02_02","1276","roediger",NA,"2007",NA,"article","10.1037/0278-7393.33.2.321","en","en","us","community","lab","money","10 USD",0,0,0,0,120,36,36,"within",NA,NA,0.22,0.76,0.24,0.24,"proportion",1,"omit","omit","consistent","comparing misled and consistent items in the low functioning frontal loab group","table 3. p.328","74.60",NA,5.22,65,85,NA,NA,"no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985_and_shoplifting_loftus_2001","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,17,5,22,NA,"a experiment looking at differences in age in suceptibility to misinformation.",0.78,0.24,0.24,0.24,NA,NA,1308,2.22579195225854,0.0899593737134645,0.00141652766004696
"1169",1169,1277,"250","250_01","250_01_01","1277","melnyk",NA,"2004",NA,"article","10.1002/acp.1013","en","en","ca","community","field",NA,NA,0,0,0,0,113,29,29,"within",NA,NA,4.55,2.38,0.63,1.43,"count",0,"omit","omit","consistent","comparing misled and consistent items in the early suggestive interview on the initial test","table 2, p.622","5.667",NA,NA,NA,NA,0.485,NA,"no_manipulation",0,0,"live","magic_show_melnyk_bruck_2004","no_manipulation",0,0,343,"live","interview","no_manipulation","no_manipulation",1,336,0,0,"total_recall","live",NA,5,5,20,NA,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition.",0.91,0.476,0.126,0.286,NA,NA,1309,1.93746141023366,0.101325488932281,7.71450355730224e-07
"1170",1170,1278,"250","250_01","250_01_02","1278","melnyk",NA,"2004",NA,"article","10.1002/acp.1013","en","en","ca","community","field",NA,NA,0,0,0,0,113,28,28,"within",NA,NA,4.68,1.82,0.55,1.25,"count",0,"omit","omit","consistent","comparing misled and consistent items in the late suggestive interview on the initial test","table 2, p.622","5.667",NA,NA,NA,NA,0.485,NA,"no_manipulation",0,0,"live","magic_show_melnyk_bruck_2004","no_manipulation",0,0,614,"live","interview","no_manipulation","no_manipulation",1,336,0,0,"total_recall","live",NA,5,5,20,NA,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition.",0.936,0.364,0.11,0.25,NA,NA,1310,2.92034546928041,0.147575157678095,1.97660493060478e-05
"1171",1171,1279,"250","250_01","250_01_03","1279","melnyk",NA,"2004",NA,"article","10.1002/acp.1013","en","en","ca","community","field",NA,NA,0,0,0,0,113,28,28,"within",NA,NA,4.46,2.18,0.88,1.19,"count",0,"omit","omit","consistent","comparing misled and consistent items in the two suggestive interview on the initial test","table 2, p.622","5.667",NA,NA,NA,NA,0.485,NA,"no_manipulation",0,0,"live","magic_show_melnyk_bruck_2004","no_manipulation",0,0,343,"live","interview","no_manipulation","no_manipulation",1,336,0,0,"total_recall","live",NA,5,5,20,NA,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition.",0.892,0.436,0.176,0.238,NA,NA,1311,2.14818081460623,0.112631078680735,8.72142438588759e-09
"1172",1172,1280,"250","250_01","250_01_01","1280","melnyk",NA,"2004",NA,"article","10.1002/acp.1013","en","en","ca","community","field",NA,NA,0,0,0,0,113,29,29,"within",NA,NA,4.52,2.35,0.74,1.34,"count",0,"omit","omit","consistent","comparing misled and consistent items in the early suggestive interview on the follow-up test","table 2, p.622","5.667",NA,NA,NA,NA,0.485,NA,"no_manipulation",0,0,"live","magic_show_melnyk_bruck_2004","no_manipulation",0,0,343,"live","interview","no_manipulation","no_manipulation",2,3528,0,0,"total_recall","live",NA,5,5,20,NA,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition.",0.904,0.47,0.148,0.268,NA,NA,1312,1.97780479964209,0.102687170909373,5.62205591863373e-08
"1173",1173,1281,"250","250_01","250_01_02","1281","melnyk",NA,"2004",NA,"article","10.1002/acp.1013","en","en","ca","community","field",NA,NA,0,0,0,0,113,28,28,"within",NA,NA,4.54,1.96,0.74,1.14,"count",0,"omit","omit","consistent","comparing misled and consistent items in the two suggestive interview on the follow-up test","table 2, p.622","5.667",NA,NA,NA,NA,0.485,NA,"no_manipulation",0,0,"live","magic_show_melnyk_bruck_2004","no_manipulation",0,0,343,"live","interview","no_manipulation","no_manipulation",2,3528,0,0,"total_recall","live",NA,5,5,20,NA,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition.",0.908,0.392,0.148,0.228,NA,NA,1313,2.64710008113694,0.133992311067457,2.64522181541982e-07
"1174",1174,1282,"250","250_02","250_02_01","1282","melnyk",NA,"2004",NA,"article","10.1002/acp.1013","en","en","ca","community","field",NA,NA,0,0,0,0,96,31,31,"within",NA,NA,4.71,2,0.53,1.46,"count",0,"omit","omit","consistent","comparing consistent and misleading items in the very early suggestive interview condition.","table 5, p.627","5.833",NA,NA,4.833,6,0.47,NA,"no_manipulation",0,0,"live","magic_show_melnyk_bruck_2004","no_manipulation",0,0,48,"live","interview","no_manipulation","no_manipulation",2,3528,0,0,"total_recall","live",NA,5,5,20,NA,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition.",0.942,0.4,0.106,0.292,NA,NA,1314,2.43646886238182,0.11239016546255,3.413418993727e-05
"1175",1175,1283,"250","250_02","250_02_02","1283","melnyk",NA,"2004",NA,"article","10.1002/acp.1013","en","en","ca","community","field",NA,NA,0,0,0,0,96,33,33,"within",NA,NA,4.24,2.3,0.75,1.7,"count",0,"omit","omit","consistent","comparing consistent and misleading items in the very late suggestive interview condition.","table 5, p.627","5.833",NA,NA,4.833,6,0.47,NA,"no_manipulation",0,0,"live","magic_show_melnyk_bruck_2004","no_manipulation",0,0,888,"live","interview","no_manipulation","no_manipulation",2,3528,0,0,"total_recall","live",NA,5,5,20,NA,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition.",0.848,0.46,0.15,0.34,NA,NA,1315,1.45917322976136,0.0767362614731226,0.000188207903263724
"1176",1176,1284,"250","250_02","250_02_03","1284","melnyk",NA,"2004",NA,"article","10.1002/acp.1013","en","en","ca","community","field",NA,NA,0,0,0,0,96,32,32,"within",NA,NA,4.66,1.44,0.7,1.37,"count",0,"omit","omit","consistent","comparing consistent and misleading items in the two interviews condition.","table 5, p.627","5.833",NA,NA,4.833,6,0.47,NA,"no_manipulation",0,0,"live","magic_show_melnyk_bruck_2004","no_manipulation",0,0,48,"live","interview","no_manipulation","no_manipulation",2,3528,0,0,"total_recall","live",NA,5,5,20,NA,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition.",0.932,0.288,0.14,0.274,NA,NA,1316,2.92395154777006,0.129292911357085,0.000205290553935589
"1177",1177,1285,"251","251_01","251_01_01","1285","connolly",NA,"1997",NA,"dissertation","10.1002/1099-0720(200103/04)15:23.0.CO;2-F","en","en","ca","community","field",NA,NA,0,0,0,0,96,16,16,"within",NA,NA,0.19,0.31,0.4,0.48,"proportion",0,"omit","omit","no_misinformation","comparing target(misled) and control(no PEI) items in 4 year oldsin the the 1 session condition","table 5, p.94","4",NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"live","play_session_connolly_1997","no_manipulation",0,0,72,"live","interview","no_manipulation","no_manipulation",0,24,0,0,"total_recall","live",NA,NA,NA,NA,NA,"this dissertation examines recall in children varying in age and how many playsessions they participated in.",0.19,0.31,0.4,0.48,NA,NA,1317,-0.264750344519556,0.126095199139425,0.00024065114096845
"1178",1178,1286,"251","251_01","251_01_02","1286","connolly",NA,"1997",NA,"dissertation","10.1002/1099-0720(200103/04)15:23.0.CO;2-F","en","en","ca","community","field",NA,NA,0,0,0,0,96,16,16,"within",NA,NA,0.63,0.19,0.5,0.4,"proportion",0,"omit","omit","no_misinformation","comparing target(misled) and control(no PEI) items in 6 year oldsin the the 1 session condition","table 5, p.94","6",NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"live","play_session_connolly_1997","no_manipulation",0,0,72,"live","interview","no_manipulation","no_manipulation",0,24,0,0,"total_recall","live",NA,NA,NA,NA,NA,"this dissertation examines recall in children varying in age and how many playsessions they participated in.",0.63,0.19,0.5,0.4,NA,NA,1318,0.947263799102317,0.139020448517027,8.3545943034639e-05
"1179",1179,1287,"251","251_01","251_01_03","1287","connolly",NA,"1997",NA,"dissertation","10.1002/1099-0720(200103/04)15:23.0.CO;2-F","en","en","ca","community","field",NA,NA,0,0,0,0,96,16,16,"within",NA,NA,0.63,0.38,0.5,0.5,"proportion",0,"omit","omit","no_misinformation","comparing target(misled) and control(no PEI) items in 8 year oldsin the the 1 session condition","table 5, p.94","8",NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"live","play_session_connolly_1997","no_manipulation",0,0,72,"live","interview","no_manipulation","no_manipulation",0,24,0,0,"total_recall","live",NA,NA,NA,NA,NA,"this dissertation examines recall in children varying in age and how many playsessions they participated in.",0.63,0.38,0.5,0.5,NA,NA,1319,0.4873771891072,0.128711508194719,1.33008151621971e-07
"1180",1180,1288,"251","251_01","251_01_04","1288","connolly",NA,"1997",NA,"dissertation","10.1002/1099-0720(200103/04)15:23.0.CO;2-F","en","en","ca","community","field",NA,NA,0,0,0,0,96,16,16,"within",NA,NA,0.47,0,0.52,0,"proportion",0,"omit","omit","no_misinformation","comparing target(misled) and control(no PEI) items in 4 year oldsin the the 4 session condition","table 5, p.94","4",NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"live","play_session_connolly_1997","no_manipulation",0,0,72,"live","interview","no_manipulation","no_manipulation",0,24,0,0,"total_recall","live",NA,NA,NA,NA,NA,"this dissertation examines recall in children varying in age and how many playsessions they participated in.",0.47,0,0.52,0,NA,NA,1320,1.24596174034053,0.149256572787381,0.000227895329927536
"1181",1181,1289,"251","251_01","251_01_05","1289","connolly",NA,"1997",NA,"dissertation","10.1002/1099-0720(200103/04)15:23.0.CO;2-F","en","en","ca","community","field",NA,NA,0,0,0,0,96,16,16,"within",NA,NA,0.5,0.31,0.52,0.48,"proportion",0,"omit","omit","no_misinformation","comparing target(misled) and control(no PEI) items in 6 year oldsin the the 4 session condition","table 5, p.94","6",NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"live","play_session_connolly_1997","no_manipulation",0,0,72,"live","interview","no_manipulation","no_manipulation",0,24,0,0,"total_recall","live",NA,NA,NA,NA,NA,"this dissertation examines recall in children varying in age and how many playsessions they participated in.",0.5,0.31,0.52,0.48,NA,NA,1321,0.370110693507434,0.127140342585134,7.77941762045844e-06
"1182",1182,1290,"251","251_01","251_01_06","1290","connolly",NA,"1997",NA,"dissertation","10.1002/1099-0720(200103/04)15:23.0.CO;2-F","en","en","ca","community","field",NA,NA,0,0,0,0,96,16,16,"within",NA,NA,0.44,0.44,0.51,0.51,"proportion",0,"omit","omit","no_misinformation","comparing target(misled) and control(no PEI) items in 8 year oldsin the the 4 session condition","table 5, p.94","8",NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"live","play_session_connolly_1997","no_manipulation",0,0,72,"live","interview","no_manipulation","no_manipulation",0,24,0,0,"total_recall","live",NA,NA,NA,NA,NA,"this dissertation examines recall in children varying in age and how many playsessions they participated in.",0.44,0.44,0.51,0.51,NA,NA,1322,0,0.125,0.000108742700528253
